labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Beef; Beef Liver; Chicken Meat; Duck Meat; Egg White; Egg Yolk; Lamb; Pork; Turkey; Veal,BEEF; BEEF LIVER; CHICKEN MEAT; DUCK MEAT; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY; VEAL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1133; 36987-1137; 36987-1141; 36987-1145; 36987-1149; 36987-1153; 36987-1157; 36987-1161; 36987-1165; 36987-1169; 36987-1173,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Beef; Beef Liver; Chicken Meat; Duck Meat; Egg White; Egg Yolk; Lamb; Pork; Turkey; Veal,BEEF; BEEF LIVER; CHICKEN MEAT; DUCK MEAT; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY; VEAL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1132; 36987-1136; 36987-1140; 36987-1144; 36987-1148; 36987-1152; 36987-1156; 36987-1160; 36987-1164; 36987-1168; 36987-1172,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Beef; Beef Liver; Chicken Meat; Duck Meat; Egg White; Egg Yolk; Lamb; Pork; Turkey; Veal,BEEF; BEEF LIVER; CHICKEN MEAT; DUCK MEAT; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY; VEAL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1131; 36987-1135; 36987-1139; 36987-1143; 36987-1147; 36987-1151; 36987-1155; 36987-1159; 36987-1163; 36987-1167; 36987-1171,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Beef; Beef Liver; Chicken Meat; Duck Meat; Egg White; Egg Yolk; Lamb; Pork; Turkey; Veal,BEEF; BEEF LIVER; CHICKEN MEAT; DUCK MEAT; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY; VEAL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1130; 36987-1134; 36987-1138; 36987-1142; 36987-1146; 36987-1150; 36987-1154; 36987-1158; 36987-1162; 36987-1166; 36987-1170,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,ALLERGENIC EXTRACT- BEEF LIVER; BEEF; CHICKEN; DUCK; EGG; EGG WHITE; EGG YOLK; LAMB; PORK; TURKEY,0X5GW3050M; 0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4IPS17B70T; 4PIB2155QP; 8E9NT44R8I; FOF26T73HA; O138UB266J; W8N8R55022
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Beef; Chicken; Cow Milk; Duck Meat; Egg White; Goat Milk; Goose Meat; Lamb; Pork; Rabbit Meat,BEEF; CHICKEN; COW MILK; DUCK MEAT; EGG WHITE; GOAT MILK; GOOSE MEAT; LAMB; PORK; RABBIT MEAT,11/13/2009,Non-Standardized Food Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0070; 49288-0113; 49288-0163; 49288-0188; 49288-0189; 49288-0220; 49288-0287; 49288-0301; 49288-0302; 49288-0375; 49288-0437; 49288-0570; 49288-0592,0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4PIB2155QP; 83DC4O5TD3; 85EA9K88OY; 8E9NT44R8I; 917J3173FT; FOF26T73HA; O138UB266J; O5V0F26RUW; XE5K5I4RP7,BEEF; CHICKEN; COW MILK; DUCK; EGG; EGG WHITE; GOAT MILK; GOOSE; LAMB; PORK,BEEF; CHICKEN; COW MILK; DUCK; EGG; EGG WHITE; GOAT MILK; GOOSE; LAMB; PORK,0X8Q245Y7B; 28ON068RWM; 291P45F896; 3E0I92Z2GR; 4PIB2155QP; 83DC4O5TD3; 85EA9K88OY; 8E9NT44R8I; 917J3173FT; FOF26T73HA; O138UB266J; O5V0F26RUW; XE5K5I4RP7
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,125288,NULOJIX,BELATACEPT,7/28/2021,Selective T Cell Costimulation Blocker,2011,E R SQUIBB AND SONS L L C,2011/06/15-,0003-0371,E3B2GI648A,belatacept,belatacept,E3B2GI648A
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,125370;761043,BENLYSTA,BELIMUMAB,6/17/2024,B Lymphocyte Stimulator-specific Inhibitor,2011,GLAXOSMITHKLINE LLC,2011/03/10-; 2017/07/20-,49401-088; 49401-101; 49401-102,73B0K5S26A,BELIMUMAB,BELIMUMAB,73B0K5S26A
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761070,FASENRA,BENRALIZUMAB,9/17/2024,Interleukin-5 Receptor alpha-directed Cytolytic Antibody,2017,ASTRAZENECA PHARMACEUTICALS LP,2017/11/14-; 2019/10/04-; 2024/04/05-,0310-1730; 0310-1745; 0310-1830,71492GE1FX,BENRALIZUMAB,BENRALIZUMAB,71492GE1FX
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRADERMAL; SUBCUTANEOUS,BLA,050114,PRE-PEN,BENZYLPENICILLOYL POLYLYSINE,1/12/2024,,,ALLERQUEST LLC,1974/07/25-,49471-001,76479814OY,BENZYLPENICILLOYL POLYLYSINE,BENZYLPENICILLOYL POLYLYSINE,76479814OY
HUMAN PRESCRIPTION DRUG LABEL,SUSPENSION,ENDOTRACHEAL,BLA,020032,Survanta,BERACTANT,10/15/2020,,,ABBVIE INC,1991/07/01-,0074-1040,S866O45PIG,BERACTANT,BERACTANT PHOSPHOLIPIDS,LJA7V5FCW8
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,125085,Avastin,BEVACIZUMAB,9/23/2022,Vascular Endothelial Growth Factor Inhibitor,2004,GENENTECH INC,2004/02/26-,50242-060; 50242-061,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761268,Vegzelma,BEVACIZUMAB-ADCD,2/22/2023,Vascular Endothelial Growth Factor Inhibitor,2022,CELLTRION USA INC,2023/04/03-,72606-011; 72606-012,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761028,MVASI,BEVACIZUMAB-AWWB,10/31/2024,Vascular Endothelial Growth Factor Inhibitor,2017,AMGEN INC,2018/06/01-,55513-206; 55513-207,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761099,Zirabev,BEVACIZUMAB-BVZR,9/4/2024,Vascular Endothelial Growth Factor Inhibitor,2019,PFIZER LABORATORIES DIV PFIZER INC,2020/01/13-,0069-0315; 0069-0342,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761231,ALYMSYS,BEVACIZUMAB-MALY,4/23/2022,Vascular Endothelial Growth Factor Inhibitor,2022,AMNEAL PHARMACEUTICALS LLC,2022/04/15-,70121-1754; 70121-1755,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761046,ZINPLAVA,BEZLOTOXUMAB,5/26/2023,,2016,MERCK SHARP AND DOHME LLC,2016/10/21-,0006-3025,4H5YMK1H2E,bezlotoxumab,bezlotoxumab,4H5YMK1H2E
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761151,Bimzelx,BIMEKIZUMAB,9/25/2024,,2023,UCB INC,2023/10/17-,50474-780; 50474-781,09495UIM6V,bimekizumab,bimekizumab,09495UIM6V
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,125557,BLINCYTO,BLINATUMOMAB,7/11/2024,Bispecific CD19-directed CD3-directed T Cell Engager,2014,AMGEN INC,2014/12/18-,55513-160,4FR53SIF3A,BLINATUMOMAB,BLINATUMOMAB,4FR53SIF3A
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Bluefish,BLUEFISH,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1191,79U8P8X3Q5,BLUEFISH,BLUEFISH,79U8P8X3Q5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Bluefish,BLUEFISH,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1192,79U8P8X3Q5,BLUEFISH,BLUEFISH,79U8P8X3Q5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Bluefish,BLUEFISH,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1190,79U8P8X3Q5,BLUEFISH,BLUEFISH,79U8P8X3Q5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Bluefish,BLUEFISH,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1193,79U8P8X3Q5,BLUEFISH,BLUEFISH,79U8P8X3Q5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,BLA,125274,Dysport,BOTULINUM TOXIN TYPE A,10/24/2024,Acetylcholine Release Inhibitor; Neuromuscular Blocker,2009,GALDERMA LABORATORIES L P,2009/11/02-,0299-5962,E211KPY694,BOTULINUM TOXIN TYPE A,BOTULINUM TOXIN TYPE A,E211KPY694
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,BLA,761127,DAXXIFY,BOTULINUM TOXIN TYPE A,1/24/2024,Acetylcholine Release Inhibitor; Neuromuscular Blocker,2022,REVANCE THERAPEUTICS INC,2022/09/20-,72960-112,E211KPY694,BOTULINUM TOXIN TYPE A,BOTULINUM TOXIN TYPE A,E211KPY694
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,BLA,125274,Dysport,BOTULINUM TOXIN TYPE A,9/28/2023,Acetylcholine Release Inhibitor; Neuromuscular Blocker,2009,IPSEN BIOPHARMACEUTICALS INC,2009/11/02-,15054-0500; 15054-0530,E211KPY694,Botulinum Toxin Type A,Botulinum Toxin Type A,E211KPY694
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,125388,ADCETRIS,BRENTUXIMAB VEDOTIN,9/26/2024,CD30-directed Immunoconjugate,2011,SEAGEN INC,2011/08/25-,51144-050,7XL5ISS668,Brentuximab Vedotin,Brentuximab Vedotin,7XL5ISS668
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761032,Siliq,BRODALUMAB,11/7/2024,Interleukin-17 Receptor A Antagonist,2017,BAUSCH HEALTH US LLC,2017/02/15-,0187-0004,6ZA31Y954Z,BRODALUMAB,BRODALUMAB,6ZA31Y954Z
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,761125,BEOVU,BROLUCIZUMAB,11/1/2024,,2019,NOVARTIS PHARMACEUTICALS CORPORATION,2019/10/07-,0078-0827,XSZ53G39H5,BROLUCIZUMAB,BROLUCIZUMAB,XSZ53G39H5
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761068,CRYSVITA,BUROSUMAB,11/1/2024,,2018,KYOWA KIRIN INC,2018/04/18-,42747-102; 42747-203; 42747-304,G9WJT6RD29,BUROSUMAB,BUROSUMAB,G9WJT6RD29
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761068,CRYSVITA,BUROSUMAB,12/16/2022,,2018,ULTRAGENYX PHARMACEUTICAL INC,2018/04/18-,69794-102; 69794-203; 69794-304,G9WJT6RD29,BUROSUMAB,BUROSUMAB,G9WJT6RD29
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,125495,Ruconest,C1 ESTERASE INHIBITOR RECOMBINANT,10/24/2022,,2014,TJOAPACK NETHERLANDS BV,2016/09/19-,69913-350,5QS67N4551,CONESTAT ALFA,CONESTAT ALFA,5QS67N4551
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,125495,Ruconest,C1 ESTERASE INHIBITOR RECOMBINANT,4/30/2020,,2014,PHARMING HEALTHCARE INC,2018/04/01-,71274-350,5QS67N4551,CONESTAT ALFA,CONESTAT ALFA,5QS67N4551
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761102,asparlas,CALASPARGASE PEGOL,10/8/2024,Asparagine-specific Enzyme,2018,SERVIER PHARMACEUTICALS LLC,2019/09/27-,72694-515,T9FVH03HMZ,CALASPARGASE PEGOL,CALASPARGASE PEGOL,T9FVH03HMZ
HUMAN PRESCRIPTION DRUG LABEL,SUSPENSION,ENDOTRACHEAL,BLA,020521,INFASURF,CALFACTANT,10/21/2024,Surfactant,,ONY BIOTECH INC,2011/07/21-,61938-456,Q4K217VGA9,CALFACTANT,CALFACTANT,Q4K217VGA9
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3281,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3283,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3277,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3284,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3282,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3278,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3280,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,California Mugwort,CALIFORNIA MUGWORT,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-3279,K1301R7883,ARTEMISIA DOUGLASIANA POLLEN,ARTEMISIA DOUGLASIANA POLLEN,K1301R7883
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125319,Ilaris,CANAKINUMAB,11/1/2024,,2009,NOVARTIS PHARMACEUTICALS CORPORATION,2016/12/22-,0078-0734,37CQ2C7X93,CANAKINUMAB,CANAKINUMAB,37CQ2C7X93
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Canary Feather; Cattle Hair; Chicken Feather; Deer Hair; Dog Hair; Duck Feather; Feather Mixture; Goat Hair; Goose Feather; Guinea Pig Hair,CANARY FEATHER; CATTLE HAIR; CHICKEN FEATHER; DEER HAIR; DOG HAIR; DUCK FEATHER; FEATHER MIXTURE; GOAT HAIR; GOOSE FEATHER; GUINEA PIG HAIR,11/20/2009,Non-Standardized Animal Hair Allergenic Extract; Non-Standardized Feather Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-; 1992/04/13-,49288-0123; 49288-0124; 49288-0125; 49288-0126; 49288-0127; 49288-0164; 49288-0165; 49288-0166; 49288-0167; 49288-0168; 49288-0206; 49288-0207; 49288-0224; 49288-0225; 49288-0229; 49288-0230; 49288-0255; 49288-0256; 49288-0257; 49288-0258,05S7L91ZTR; 09N62XQ70Y; 15XI414745; 16M9MK8C4W; 1FCM16V0FV; 4F35XG0149; 7Q7T9Z7QUW; 83B65P4796; 9EL3384IQY; C27W02JU62; KBA5Y6X57N; TOQ97Z8644,ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; BOS TAURUS HAIR; CANIS LUPUS FAMILIARIS HAIR; CAPRA HIRCUS HAIR; CAVIA PORCELLUS HAIR; EQUUS CABALLUS HAIR; GALLUS GALLUS FEATHER; ODOCOILEUS VIRGINIANUS HAIR; ORYCTOLAGUS CUNICULUS HAIR,ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; BOS TAURUS HAIR; CANIS LUPUS FAMILIARIS HAIR; CAPRA HIRCUS HAIR; CAVIA PORCELLUS HAIR; EQUUS CABALLUS HAIR; GALLUS GALLUS FEATHER; ODOCOILEUS VIRGINIANUS HAIR; ORYCTOLAGUS CUNICULUS HAIR,05S7L91ZTR; 09N62XQ70Y; 15XI414745; 16M9MK8C4W; 1FCM16V0FV; 4F35XG0149; 7Q7T9Z7QUW; 83B65P4796; 9EL3384IQY; C27W02JU62; KBA5Y6X57N; TOQ97Z8644
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS; SUBCUTANEOUS,BLA,761112,Cablivi,CAPLACIZUMAB,11/4/2024,,2019,GENZYME CORPORATION,2019/02/06-,58468-0225,2R27AB6766,CAPLACIZUMAB,CAPLACIZUMAB,2R27AB6766
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Carob; Cayenne Pepper; Currant; Sugar Cane; Tea,CAROB; CAYENNE PEPPER; CURRANT; SUGAR CANE; TEA,11/17/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0109; 49288-0151; 49288-0426; 49288-0482; 49288-0567,00UK7646FG; 5MG5Z946UO; 81H2R5AOH3; GH42T47V24; Q5YG47WU3D,CAROB; CHILI PEPPER; RED CURRANT; SUGARCANE; TEA LEAF,CAROB; CHILI PEPPER; RED CURRANT; SUGARCANE; TEA LEAF,00UK7646FG; 5MG5Z946UO; 81H2R5AOH3; GH42T47V24; Q5YG47WU3D
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Carp; Clam; Codfish; Crab; Flounder; Haddock; Halibut; Herring; Lobster; Mackerel,CARP; CLAM; CODFISH; CRAB; FLOUNDER; HADDOCK; HALIBUT; HERRING; LOBSTER; MACKEREL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1194; 36987-1198; 36987-1202; 36987-1206; 36987-1210; 36987-1214; 36987-1218; 36987-1222; 36987-1226; 36987-1230; 36987-1234; 36987-1238; 36987-1242; 36987-1246; 36987-1250; 36987-1254; 36987-1258; 36987-1262; 36987-1266; 36987-1270,01695YPV36; 0WLY635722; 1891LE191T; 226LY0AFR9; 34EX28T4C1; 5JKY494U4L; 7062I37LB3; 76780GX08D; 7TI7U5PF2U; 8D6Q5LNG3D; 9VVF5SCM9I; BKZ683617P; CYO6K3VM7F; D380C73WOU; IA4C8ND0DT; S1VF61QLO9; S614XWR17V; T197LO581X; V2T3IHT3E2; WF621S7K14,ATLANTIC SALMON; CLAM; CODFISH; COMMON CARP; CRAB; EUROPEAN PILCHARD; FLOUNDER; HADDOCK; HERRING; LOBSTER,ATLANTIC SALMON; CLAM; CODFISH; COMMON CARP; CRAB; EUROPEAN PILCHARD; FLOUNDER; HADDOCK; HERRING; LOBSTER,01695YPV36; 0WLY635722; 1891LE191T; 226LY0AFR9; 34EX28T4C1; 5JKY494U4L; 7062I37LB3; 76780GX08D; 7TI7U5PF2U; 8D6Q5LNG3D; 9VVF5SCM9I; BKZ683617P; CYO6K3VM7F; D380C73WOU; IA4C8ND0DT; S1VF61QLO9; S614XWR17V; T197LO581X; V2T3IHT3E2; WF621S7K14
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Carp; Clam; Codfish; Crab; Flounder; Haddock; Halibut; Herring; Lobster; Mackerel,CARP; CLAM; CODFISH; CRAB; FLOUNDER; HADDOCK; HALIBUT; HERRING; LOBSTER; MACKEREL,12/10/2009,Non-Standardized Food Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1197; 36987-1201; 36987-1205; 36987-1209; 36987-1213; 36987-1217; 36987-1221; 36987-1225; 36987-1229; 36987-1233; 36987-1237; 36987-1241; 36987-1245; 36987-1249; 36987-1253; 36987-1257; 36987-1261; 36987-1265; 36987-1269; 36987-1273,01695YPV36; 0WLY635722; 1891LE191T; 226LY0AFR9; 34EX28T4C1; 5JKY494U4L; 7062I37LB3; 76780GX08D; 7TI7U5PF2U; 8D6Q5LNG3D; 9VVF5SCM9I; BKZ683617P; CYO6K3VM7F; D380C73WOU; IA4C8ND0DT; S1VF61QLO9; S614XWR17V; T197LO581X; V2T3IHT3E2; WF621S7K14,ATLANTIC SALMON; CLAM; CODFISH; COMMON CARP; CRAB; EUROPEAN PILCHARD; FLOUNDER; HADDOCK; HERRING; LOBSTER,ATLANTIC SALMON; CLAM; CODFISH; COMMON CARP; CRAB; EUROPEAN PILCHARD; FLOUNDER; HADDOCK; HERRING; LOBSTER,01695YPV36; 0WLY635722; 1891LE191T; 226LY0AFR9; 34EX28T4C1; 5JKY494U4L; 7062I37LB3; 76780GX08D; 7TI7U5PF2U; 8D6Q5LNG3D; 9VVF5SCM9I; BKZ683617P; CYO6K3VM7F; D380C73WOU; IA4C8ND0DT; S1VF61QLO9; S614XWR17V; T197LO581X; V2T3IHT3E2; WF621S7K14
